TIME,FSC-A,FSC-H,FSC-W,BSC-A,BSC-H,BSC-W,CD45RA: BB515-A-Compensated,CD123: PE-A-Compensated,CD49f: PE-Dazzle-A-Compensated,Lin Live/Dead: PE-Cy5-A-Compensated,CD90: PE-Cy7-A-Compensated,CD38: Brilliant Violet 421-A-Compensated,CD10: Brilliant Violet 605-A-Compensated,CD34: APC-A-Compensated,CD117: Brilliant Violet 785-A-Compensated,Index
43.23571,623308.8,354741,320,312602.6,167647.2,320,4356.332,2222.759,309.8155,1162.928,220.1438,4022.944,1256.877,3125.373,960.5231,C5
44.17774,452094.9,239974.6,316,192758.8,95566.24,316,9029.527,1280.051,791.0072,96.21795,338.2866,1904.097,1786.873,9811.151,1640.945,D5
44.92433,677045.8,380213.1,337,260047.7,102252.6,337,209.877,721.8772,450.7958,641.1871,152.3767,5912.176,1681.286,6390.052,1482.049,E5
45.793,332545.1,216742.4,290,145163.3,74539.36,290,5225.662,-97.26455,252.4001,358.402,143.4647,10670.83,19249.31,3796.049,1359.093,F5
47.22974,493430.8,310629.8,309,172254.6,83138.72,309,321.6101,223.2878,2320.583,810.5933,386.4507,525.7609,2694.325,7834.631,702.1921,G5
48.42115,447142.3,248929,314,177001.3,84082.88,314,214.371,180.4803,806.3321,443.6127,387.7564,9297.163,1629.486,6691.208,570.8007,H5
49.92466,369750,207588.6,308,154100.3,76904.8,308,658.1207,2833.881,749.3621,852.2589,2484.596,1034.037,2556.54,12639.58,622.6112,I5
50.95885,461738.3,249587.5,313,162833.7,87451.84,313,173.1254,239.4268,2230.258,994.0231,66.77564,8769.067,2632.476,11101.06,1718.557,J5
51.92323,385195.8,199002.7,313,200545.1,105220.6,313,7466.887,1966.269,1424.995,901.4025,744.6959,3959.274,2171.574,9441.018,-282.2885,K5
53.02768,450729.2,218620.6,341,241924.3,99685.6,341,1718.541,1698.581,589.6165,453.3167,394.9776,7961.399,1549.221,19049.9,2603.313,L5
54.37149,305454.2,180780.3,292,142607.1,83593.44,292,301.6472,671.3807,3172.344,1172.892,2034.162,38.8824,775.3218,4427.519,1153.85,M5
55.43078,550988.1,290670.3,326,214414.5,101864,326,10468.93,3537.35,2389.651,1732.153,267.6801,6909.543,2015.992,8912.115,478.3518,N5
56.39423,287839.8,170578.2,290,131342.6,69043.52,290,87.06333,964.1234,1145.731,567.0587,216.5195,1648.305,873.6821,3804.029,956.2634,O5
57.36515,348966,195312.3,302,135456.3,72803.36,302,46.13425,519.3968,2308.569,1303.219,1319.76,439.5378,1080.161,8658.722,694.0428,P5
59.53643,595945.7,315565.6,327,267887,123618.9,327,369.9563,1470.557,1588.371,301.5381,290.0844,4601.203,1354.404,14830.85,1992.326,P7
61.17358,434780.4,271603.4,307,159200.3,77015.68,307,197.224,1222.615,2129.948,257.5793,889.5027,2563.603,1642.127,8979.189,613.7707,O7
62.21915,405184.4,228622.2,304,186768.8,98652.96,304,336.9023,440.4983,1256.348,495.9889,294.0683,10083.38,732.1801,6464.613,832.8517,N7
63.26355,409286,246144.6,305,139508.5,69107.36,305,-65.42312,1099.997,727.2751,449.1268,223.5098,6381.81,1525.79,7017.113,579.1957,M7
64.2303,324760.8,187424.2,296,143601.1,77952,296,240.1594,744.8085,1107.494,794.6731,388.5887,350.0676,777.3546,5591.112,1258.164,L7
65.44809,331384.8,208836.3,290,132430.7,73655.68,290,359.8994,1599.296,2405.804,126.5459,4329.794,417.2122,1812.531,8809.084,758.7805,K7
66.40639,382295.8,266342.7,289,132969.3,70327.04,289,9.666064,624.7043,522.523,223.7709,686.8762,923.3995,1067.879,4599.716,632.0197,J7
67.34501,370969.8,211870.4,305,151948,84577.92,305,271.0547,1201.076,749.8007,271.0919,1312.055,1224.016,1338.171,4164.818,-71.95886,I7
68.35313,509047.7,266909.4,324,219022.5,103819.5,324,7825.942,1454.569,1031.623,1261.832,73.65202,5181.773,1513.646,6360.799,1801.666,H7
69.45914,341575.8,205125.8,298,128700.6,73246.88,298,342.412,974.0583,790.6047,217.4621,-43.18676,4035.259,1005.739,4154.571,700.5316,G7
70.57351,385354.3,235884.3,305,115119.2,58021.6,305,114.2621,887.6756,1593.368,439.3716,1000.157,685.5966,847.8655,5807.753,1132.853,F7
71.52557,260106.7,142537.9,289,149993.6,81947.04,289,252.965,1051.744,941.3746,1412.941,1302.772,1536.978,1465.543,6262.874,1094.091,E7
73.26215,418448,220429.4,315,173177.2,84890.4,315,3247.709,900.455,717.7341,375.567,332.1268,4677.705,1483.112,4552.199,1271.429,D7
74.28265,380249,199412.6,312,152992.4,73046.4,312,1167.159,1159.135,826.5915,925.5405,1247.337,513.9892,1310.193,8899.944,835.6481,C7
75.27582,314095.2,163774.2,307,140598.6,74010.72,307,612.1638,2542.468,1155.083,1046.447,5794.907,1519.519,1411.986,6334.88,330.2529,B7
76.5852,573177.9,261430.4,347,233950.7,113188.3,347,8150.924,1763.999,1621.143,146.6941,466.3352,6854.508,1184.951,7886.824,1425.509,A7
78.21897,371312.3,196225.1,307,164708.7,85342.88,307,5903.102,485.0414,1139.985,383.4869,441.9095,2631.624,2465.062,9632.191,1242.248,A9
79.47829,388686,239049.4,305,139332.4,69404.16,305,265.4774,872.7618,2190.826,1167.219,770.332,445.2356,1384.364,5446.373,1380.907,B9
80.85158,317622.8,182347.2,297,140114.1,71473.92,297,197.513,631.6575,1045.255,654.0539,288.1072,574.2487,1669.077,4664.679,803.0668,C9
81.72985,408318.1,231901.6,316,148501.7,75015.36,316,206.0646,839.1028,1099.555,12.74034,58.89115,7166.612,1338.236,5445.335,1378.594,D9
83.08014,428541.3,244044.6,308,162974.3,80669.12,308,9079.063,14353.31,2998.601,1345.996,135.7018,7278.121,820.1884,11240.75,1339.495,E9
84.62918,425507,229444.3,314,174639.3,89780.32,314,1904.867,584.9324,1454.042,504.6468,1586.708,2069.78,2489.213,10958.49,32.23197,F9
85.724,354628.1,212555.8,298,169584.7,80678.08,298,143.3209,1161.386,1456.972,1077.507,1173.997,1109.54,1601.064,7859.202,828.2695,G9
86.78623,426021.6,204844.6,329,231043.8,115067.7,329,12308.73,8559.269,1960.715,1235.15,151.525,4612.449,2016.825,16751.57,1317.22,H9
88.36607,333950.8,173521.6,312,160019.1,90872.32,312,13940.04,10153.66,570.3036,972.1903,79.73141,8684.273,2334.479,2710.266,1144.906,I9
89.34742,465909.4,283439.5,307,196181,94847.2,307,557.1475,521.3596,1082.337,573.063,547.4589,1953.208,2491.817,8195.297,948.6781,J9
90.49089,528526.4,262329.8,332,209476.1,96775.84,332,2341.488,1442.316,959.7367,358.7666,243.5277,5313.908,852.3173,5018.161,1852.045,K9
92.14545,370722.2,239013.6,296,154320.8,75546.24,296,274.9893,1047.457,859.1909,233.7556,207.1534,530.747,1540.88,4484.379,778.1196,L9
93.19907,498178.4,361797,297,230662.3,86036.16,297,313.6627,811.0988,454.5824,319.3029,548.645,1977.887,1937.666,2372.967,973.427,M9
94.32872,355192.4,222971.8,295,150372.7,75680.64,295,140.5646,2062.849,1537.907,698.3523,3056.021,820.53,1015.13,6469.067,659.1955,N9
95.44225,352884.9,179296.3,318,161459.5,88193.28,318,406.1836,1977.774,1937.553,588.5721,542.5032,1243.184,808.1096,8023.243,874.8806,O9
96.58558,459956.1,238543.2,328,203701.1,96587.68,328,6801.836,5907.394,702.4693,1099.233,74.58569,7708.716,1968.242,6182.375,1220.385,P9
98.50861,504113.5,236771.4,337,209948.4,94701.6,337,4606.364,1519.433,1319.158,444.1422,534.5082,6959.379,2216.796,7771.688,1270.701,P11
99.76747,581221.3,287723.5,333,210349.7,97568.8,333,7545.631,956.5178,1172.052,435.2899,228.7661,6159.081,1654.825,3574.246,1515.856,O11
102.2008,421988,210091.8,328,217628.7,105499.5,328,9071.124,3184.296,1154.724,1182.909,673.8826,8485.409,2024.305,8575.659,667.4677,N11
106.6766,375837.4,225053.9,303,141193.5,75162.08,303,9826.01,1642.727,1538.622,792.109,268.5189,3668.943,2101.355,12699.02,1536.376,M11
107.9892,570750,275094.4,343,265400.4,119547.7,343,10671.48,2102.841,889.7676,646.5902,383.8835,4422.498,1803.004,9154.174,1133.535,L11
109.1397,364496.7,236008.6,291,112271.7,62222.72,291,255.1014,999.8695,963.0883,742.3809,628.5837,1172.715,1427.365,7454.691,639.4904,K11
110.0115,532868.8,271714.3,338,207649.7,103232.6,338,6054.361,769.4488,1727.441,438.5556,411.7217,3753.08,2524.214,11487.06,1282.468,J11
111.3259,307589.6,206283.8,282,128520.7,72907.52,282,169.748,460.8647,938.7134,288.0211,228.2931,455.1172,1002.565,4025.349,880.1917,I11
112.2916,464000.5,237341.4,319,233935.5,102738.7,319,417.4754,342.995,2642.285,1776.292,124.8475,14484.2,2841.376,9681.734,1612.713,H11
113.3343,430276.9,250712,306,156799.7,82266.24,306,7427.383,12227.15,452.0243,1079.632,236.9182,3739.019,1862.02,8154.517,338.3317,G11
114.2425,338695.1,202777.1,301,119234.2,61328.96,301,418.7977,877.5483,1195.847,-257.4815,1518.111,563.7582,2137.561,8084.924,889.5494,F11
115.0816,384814.8,209907,310,131069.3,68960.64,310,469.2773,1611.969,1413.435,421.2595,440.9557,4135.007,1436.382,5904.889,740.1127,E11
116.3547,415971.6,245919.5,308,188029.8,91395.36,308,484.3221,3509.221,1617.267,1091.66,683.8145,2312.058,975.4083,6383.591,1058.316,D11
117.6762,331305.9,200368,295,116781.3,62581.12,295,272.4079,1065.747,1483.114,932.471,1467.904,684.1161,1297.766,5575.644,788.5402,C11
118.605,673694.5,345840.3,344,408053.3,160409.8,344,5913.139,1085.605,1934.138,398.6937,336.2911,5675.317,1495.715,2399.883,2202.605,B11
119.8378,449342.9,238747,328,187977.9,92515.36,328,378.3723,327.5816,2320.579,861.5153,405.5055,8957.461,1540.386,9318.503,-61.76862,A11
121.4164,342595.4,199663.5,299,172327.1,86036.16,299,113.6873,1226.421,2078.848,1013.959,3802.035,621.5052,1356.078,6143.742,623.1572,A13
124.0175,406509.7,285242.7,292,124338.5,62695.36,292,128.1182,363.7572,1248.281,562.5966,358.2827,332.32,925.2621,6336.417,-24.25721,B13
126.1939,309956.2,187312.2,296,142825.9,75446.56,296,82.73814,695.3425,1515.106,1116.311,1607.742,591.4918,1456.973,7106.258,917.575,C13
129.9417,289545.5,175215,288,105295.4,53733.12,288,144.4489,1217.532,660.0646,569.702,333.2768,618.9599,973.6055,4741.707,1172.573,D13
131.1657,355906.9,201237.1,304,140828.4,69662.88,304,353.8307,5873.908,2068.947,871.7418,948.9865,344.0218,1951.264,7694.46,970.4619,E13
133.717,353706.1,222669.4,293,171628.2,82589.92,293,26.17213,829.072,2598.573,1307.394,3787.882,457.1987,1824.684,7182.113,807.9438,F13
134.6745,417421.3,296536.8,290,167024.5,88527.04,290,412.7159,1711.063,1080.225,80.47664,1662.228,507.4229,1926.37,9641.245,2166.412,G13
135.7429,473778.5,340416.2,297,175326,87885.28,297,7382.441,3672.263,1538.972,1457.108,33.06017,276.0091,2336.215,17249.14,530.4424,H13
137.1273,321244.1,163736.2,307,143319.6,73002.72,307,302.8167,1171.715,1006.41,744.8365,2407.449,94.88377,719.3936,5752.858,671.4275,I13
138.4559,276122.3,179364.6,282,109118.8,58652.16,282,68.08321,685.3214,1458.767,435.1318,2239.375,407.9006,618.112,4850.649,1025.067,J13
141.6222,387059.9,264668.3,294,158206.3,62646.08,294,52.88663,700.8431,2812.474,1066.188,1508.778,424.6921,1554.756,4185.148,954.8519,K13
143.4578,370924.9,196509.6,315,133455.7,70012.32,315,362.4255,1323.17,1449.539,822.7084,4296.875,398.8704,1455.659,6565.679,1063.531,L13
144.3978,488677.1,319130.6,303,153121.4,71374.24,303,91.04077,1179.079,1243.193,1186.791,2265.994,337.9111,1905.98,9962.557,1413.831,M13
145.2919,347016.5,199688.2,299,147353.7,81814.88,299,503.6076,186.6719,2375.677,785.5748,305.0412,465.3896,1612.754,6400.037,828.1456,N13
146.4063,432163.5,257743.4,311,140607.5,68075.84,311,363.4563,1135.807,1170.377,1360.016,799.4238,231.5047,1405.567,6984.939,906.206,O13
148.915,318009.7,185514.6,296,164470.5,89417.44,296,337.409,441.1645,2025.406,172.5693,1146.727,724.5562,1174.583,8988.396,857.2484,P13
151.1852,347910,192257,303,151646,83571.04,303,282.8022,1205.967,1518.073,1457.535,5702.969,315.4993,2219.39,7152.361,562.3594,P15
155.0158,519082.8,377907,300,192844.8,73075.52,300,53.51617,1121.037,1018.418,712.9891,564.4861,376.8541,993.7604,6273.774,696.8102,O15
156.5571,292673.2,174384,289,164032.3,86929.92,289,390.3052,643.586,359.4358,340.3167,1450.586,562.4909,1392.638,5001.566,551.3152,N15
158.2192,338133,205904.2,294,128057,72446.08,294,166.6413,2514.693,1289.335,596.4068,1090.177,741.413,1751.89,7540.376,1901.263,M15
159.473,404886.6,260794.2,303,150934.6,74887.68,303,296.8113,693.2347,837.0069,629.7287,1939.759,224.6852,1263.724,4558.207,1048.082,L15
160.9039,408917.3,276647.8,295,95795.32,53350.08,295,304.5492,687.5898,1040.523,862.0822,2119.655,632.9004,1457.745,5409.038,1199.804,K15
162.3325,311668.2,192705,290,130703.1,75863.2,290,139.4503,980.0099,1225.845,549.8137,1975.836,291.8423,1496.13,7439.051,1093.558,J15
164.9967,368280.5,232896.2,298,149477.6,72863.84,298,218.2861,581.7397,986.6745,156.6866,715.4619,132.745,1282.451,4649.463,618.5621,I15
168.1326,463618.8,289738.4,307,213843.4,106358.6,307,228.8139,709.1407,1702.856,923.1056,1158.427,486.1601,1526.043,14982.58,2425.987,H15
170.8684,371641.9,264670.6,285,87095.66,44894.08,285,191.8135,691.0862,1193.447,450.2757,80.178,121.0392,769.0929,5759.494,984.8251,G15
172.1653,453563.7,294711.2,305,206003,91772.8,305,282.8516,1079.036,1790.35,767.7227,592.3368,246.2642,2054.538,9194.005,968.4555,F15
174.8921,337573,209894.7,293,128414.3,73678.08,293,89.14924,1173.803,1681.711,692.5862,217.2707,257.6604,520.6162,5630.365,1034.215,E15
176.4182,233999.3,127935.4,286,170222.4,98318.08,286,360.2478,480.2292,1791.396,1126.113,1633.562,282.2066,1464.55,5938.059,813.2231,D15
178.2383,342064.3,215484.6,294,137754.4,65907.52,294,306.2316,258.3604,1574.954,298.2802,210.4185,333.7303,1203.692,4695.522,670.7435,C15
179.7334,320249.5,183167,299,125226.5,66652.32,299,195.5456,846.5231,971.0243,857.7986,2075.03,454.953,1679.366,6405.639,453.3279,B15
181.6505,343184.5,209232.8,297,139299.2,68381.6,297,471.2577,849.1036,545.5877,1136.818,651.1836,415.5084,1256.741,3515.994,156.0853,A15
183.4381,285116.8,151627.8,296,154643,83407.52,296,166.4232,2244.835,1028.664,865.8404,3398.628,517.1063,2028.71,8615.756,1032.067,A17
184.5901,391211.4,254460.6,297,151269.6,77598.08,297,93.91946,966.7698,2095.792,699.0209,1034.687,207.9114,1691.861,4547.896,1290.1,B17
186.1082,350737.3,213861.8,295,134991.5,70624.96,295,241.653,497.4172,1280.729,769.6888,413.4868,684.9702,1698.476,6499.866,1464.362,C17
188.6821,265743.7,146381.8,295,110540.5,59622.08,295,111.812,962.9346,1304.194,894.447,651.7481,549.8705,1321.119,6030.226,1563.193,D17
191.8262,340373.1,204951,297,155065.7,87155.04,297,385.0414,368.7363,2126.405,304.9168,793.9277,396.9352,1178.391,6497.228,698.6046,E17
192.6763,309090.1,190450.4,290,114659.8,65591.68,290,438.4261,8161.478,1229.924,1434.714,1031.104,649.0531,442.2449,5648.635,670.6326,F17
193.8539,286668.9,174022.2,286,107685.4,56629.44,286,91.15062,199.1034,1516.835,-161.6738,287.841,687.2892,324.4054,4395.42,1032.259,G17
194.9031,392988.8,300907,283,155032.8,75147.52,283,76.85745,1862.019,1863.359,504.8218,783.0403,161.1034,1555.234,7723.448,1062.084,H17
195.954,351773.2,221419.5,294,139740.8,73722.88,294,31.66954,1056.795,777.3503,534.0929,1357.872,-98.91911,1674.178,6717.838,697.7026,I17
197.1728,312111,196434.6,293,129553,70803.04,293,87.3662,422.2605,1474.712,524.9052,1060.027,132.4921,1465.781,7371.547,608.5667,J17
199.1933,364265.1,223904.8,299,148570,73283.84,299,145.0825,2547.698,2482.819,717.0657,2628.273,277.122,2170.496,9210.52,1203.264,K17
200.3095,301605.3,175453.6,294,135111.6,77701.12,294,198.9137,204.9949,1046.442,879.1563,667.4191,374.8871,1524.951,7081.868,741.5338,L17
201.2178,385741.4,280002.3,285,120153,59440.64,285,-7.431916,558.6255,1272.98,969.8944,851.9586,592.3198,1530.586,6509.335,1166.514,M17
203.1096,330958.8,216911.5,287,113652.3,60874.24,287,219.1128,1037.402,1059.573,620.2285,1621.27,588.4674,1502.277,4952.223,155.802,N17
204.151,392753.4,231001.1,308,185356.1,85742.72,308,52.00962,1204.02,1567.363,878.8974,4271.221,693.8685,1702.433,13310.33,198.0012,O17
206.4033,317254.4,161470.4,304,148003,84931.84,304,265.882,2128.795,2934.892,359.1885,3547.044,96.02308,1034.869,6847.439,812.5781,P17
208.5625,397397.4,199031.8,319,155190,74111.52,319,50.99401,53.0739,3028.617,354.9148,395.4683,6812.71,582.301,5132.543,669.1528,P19
209.7283,375094.2,210873.6,303,152943.2,77861.28,303,131.0402,375.2103,1371.184,464.3507,391.1718,8664.518,1087.203,8730.722,624.4329,O19
213.6884,494529.4,277733.1,326,212606.8,99264.48,326,211.3913,585.4619,1013.369,1307.685,343.6511,7031.211,877.1659,7548.592,490.9056,N19
215.0921,441377.7,297208.8,300,141842.6,62056.96,300,108.4074,127.3398,1640.719,405.3235,29.88947,4840.675,1253.501,5105.317,858.669,M19
216.8946,364269.4,176839,317,161569,80567.2,317,178.4105,93.81209,1836.737,898.8618,-179.0983,8290.741,2138.83,8548.348,1364.813,L19
218.8361,437515.9,206883,335,211971.2,105226.2,335,46.87962,358.4498,998.3279,938.8059,438.4829,9617.776,1694.866,6266.22,1767.589,K19
220.7331,333311.8,218612.8,290,160112.5,86755.2,290,167.1903,548.0364,1222.149,146.2367,258.1398,1498.264,1243.685,4717.438,852.9862,J19
222.3791,422318.9,240981.4,318,156601.6,84268.8,318,292.0415,617.5955,563.1899,95.29033,457.5185,3011.554,2277.851,4907.265,204.7968,I19
223.433,282153.7,188428.8,279,99551.02,60673.76,279,311.362,440.2543,1988.457,17359.12,-4.365478,1615.398,965.5254,212.2773,633.0123,H19
224.6643,188299.7,133617.1,250,110186.2,60982.88,250,203.3073,460.5926,-56.16856,94444.55,955.7833,322.8158,919.6435,3235.458,1098.945,G19
225.9492,169682.8,114175,243,99140.16,58451.68,243,151.9367,77.49202,232.332,58698.75,487.7969,197.2623,731.2759,-1183.354,339.2477,F19
226.7942,414201.8,200542.7,327,212382.5,108752,327,38809.41,51571.55,2337.43,8169.682,-84.19086,2125.878,1956.497,-124.2718,442.9595,E19
228.1897,334587.3,217030.2,289,133266.4,75722.08,289,43293.92,-158.8933,251.7642,12277.91,418.4162,1412.7,690.5802,-105.1954,654.9639,D19
229.9084,282357.5,193771.2,277,85159.83,48674.08,277,36687.68,201.0901,591.2666,18803.37,290.8688,821.3268,327.8846,-1081.155,847.6202,C19
230.8594,402627.3,242476.6,302,224520.3,132845.4,302,1808.005,1524.717,2711.552,10332.37,783.2752,6111.153,964.3197,36.54019,656.5989,B19
231.9229,491181.6,252296.8,329,328616.1,160600.2,329,1005.616,2020.969,1691.207,17619.94,-28.85822,6524.736,1062.73,-962.3309,984.4044,A19
234.6098,258116.1,180199,269,129954.7,68267.36,269,13338.6,808.1137,-170.809,4602.568,157.0066,17029.2,8337.189,-483.109,1171.514,C21
235.5808,502267.8,258843.2,326,193370.2,93020.48,326,8011.776,5000.797,1438.885,6120.074,-107.3843,6906.381,688.1734,1193.942,1299.315,D21
236.5766,455607.2,218764,335,212034.7,101753.1,335,454.1861,110.9148,-11.62511,45566.63,457.6214,4382.484,1625.976,-817.0724,581.0085,E21
237.7119,223410.9,144685,266,102070.9,63865.76,266,20980.7,497.9018,-20.83905,7407.654,465.5928,1163.923,1878.706,710.4991,281.5858,F21
238.854,457509.7,249100.3,315,241109.2,139566.6,315,2363.578,2168.392,3727.341,15169.88,478.1024,6217.084,1084.384,157.6519,1271.187,G21
240.036,268589.7,188689.8,272,101228.2,57126.72,272,26548.52,418.0137,753.1652,19144.98,-231.3443,656.5262,1136.699,-569.5902,841.2838,H21
244.0219,310925.7,193542.7,290,138875.3,69614.72,290,278.4885,-32.94888,1733.008,1253.693,568.4478,371.9297,1362.194,5102.007,1403.036,I21
245.2758,325534.5,179616.6,302,131365.8,72069.76,302,155.7401,1064.624,2003.128,993.2231,658.8598,87.04239,1673.435,5521.014,592.6276,J21
247.5327,435803.9,269586.3,306,123728.5,63356.16,306,306.931,641.759,891.3271,591.0546,774.3024,388.8526,1417.034,6549.911,341.6259,K21
248.7129,290639.6,186000.6,283,153395.2,79414.72,283,309.13,145.2446,2202.344,739.2226,659.8828,218.5704,2258.173,5468.277,476.6054,L21
249.6841,458274,227925.6,324,186320.7,92096.48,324,-29.512,240.7444,489.8886,747.2652,256.7701,7189.079,1258.94,5698.783,308.3925,M21
252.2601,448047.6,263963.8,309,147358.5,73681.44,309,359.3942,616.7171,1188.543,1039.876,752.2032,1309.309,2033.346,6417.003,600.5566,N21
254.8474,299522.4,175653,291,147406.8,78862.56,291,384.4646,482.2911,767.8854,785.6381,475.1385,2273.799,1193.914,6447.068,908.4039,O21
259.2875,422898.8,272748,300,117720.2,62167.84,300,158.0953,500.4764,1052.333,407.7496,282.4044,2399.812,952.2303,4886.849,851.5448,P21
